DateTime,Date,Hour,Day of the Week,Season,Daytime,Consumption (kW)
2024-01-21 01:15:00,2024-01-21,01:15:00,6,0,0,0.3155
2024-01-21 01:30:00,2024-01-21,01:30:00,6,0,0,0.379
2024-01-21 01:45:00,2024-01-21,01:45:00,6,0,0,0.443
2024-01-21 02:00:00,2024-01-21,02:00:00,6,0,0,0.507
2024-01-21 02:15:00,2024-01-21,02:15:00,6,0,0,0.3495
2024-01-21 02:30:00,2024-01-21,02:30:00,6,0,0,0.192
2024-01-21 02:45:00,2024-01-21,02:45:00,6,0,0,0.163
2024-01-21 03:00:00,2024-01-21,03:00:00,6,0,0,0.134
2024-01-21 03:15:00,2024-01-21,03:15:00,6,0,0,0.132
2024-01-21 03:30:00,2024-01-21,03:30:00,6,0,0,0.13
2024-01-21 03:45:00,2024-01-21,03:45:00,6,0,0,0.128
2024-01-21 04:00:00,2024-01-21,04:00:00,6,0,0,0.126
2024-01-21 04:15:00,2024-01-21,04:15:00,6,0,0,0.1245
2024-01-21 04:30:00,2024-01-21,04:30:00,6,0,0,0.123
2024-01-21 04:45:00,2024-01-21,04:45:00,6,0,0,0.1255
2024-01-21 05:00:00,2024-01-21,05:00:00,6,0,0,0.128
2024-01-21 05:15:00,2024-01-21,05:15:00,6,0,0,0.1275
2024-01-21 05:30:00,2024-01-21,05:30:00,6,0,0,0.127
2024-01-21 05:45:00,2024-01-21,05:45:00,6,0,0,0.132
2024-01-21 06:00:00,2024-01-21,06:00:00,6,0,0,0.137
2024-01-21 06:15:00,2024-01-21,06:15:00,6,0,0,0.152
2024-01-21 06:30:00,2024-01-21,06:30:00,6,0,0,0.167
2024-01-21 06:45:00,2024-01-21,06:45:00,6,0,0,0.1735
2024-01-21 07:00:00,2024-01-21,07:00:00,6,0,0,0.18
2024-01-21 07:15:00,2024-01-21,07:15:00,6,0,0,0.302
2024-01-21 07:30:00,2024-01-21,07:30:00,6,0,0,0.424
2024-01-21 07:45:00,2024-01-21,07:45:00,6,0,0,0.3715
2024-01-21 08:00:00,2024-01-21,08:00:00,6,0,1,0.319
2024-01-21 08:15:00,2024-01-21,08:15:00,6,0,1,0.26
2024-01-21 08:30:00,2024-01-21,08:30:00,6,0,1,0.201
2024-01-21 08:45:00,2024-01-21,08:45:00,6,0,1,0.1685
2024-01-21 09:00:00,2024-01-21,09:00:00,6,0,1,0.136
2024-01-21 09:15:00,2024-01-21,09:15:00,6,0,1,0.1335
2024-01-21 09:30:00,2024-01-21,09:30:00,6,0,1,0.131
2024-01-21 09:45:00,2024-01-21,09:45:00,6,0,1,0.13
2024-01-21 10:00:00,2024-01-21,10:00:00,6,0,1,0.129
2024-01-21 10:15:00,2024-01-21,10:15:00,6,0,1,0.129
2024-01-21 10:30:00,2024-01-21,10:30:00,6,0,1,0.129
2024-01-21 10:45:00,2024-01-21,10:45:00,6,0,1,0.252
2024-01-21 11:00:00,2024-01-21,11:00:00,6,0,1,0.375
2024-01-21 11:15:00,2024-01-21,11:15:00,6,0,1,0.3435
2024-01-21 11:30:00,2024-01-21,11:30:00,6,0,1,0.312
2024-01-21 11:45:00,2024-01-21,11:45:00,6,0,1,0.2675
2024-01-21 12:00:00,2024-01-21,12:00:00,6,0,1,0.223
2024-01-21 12:15:00,2024-01-21,12:15:00,6,0,1,0.1935
2024-01-21 12:30:00,2024-01-21,12:30:00,6,0,1,0.164
2024-01-21 12:45:00,2024-01-21,12:45:00,6,0,1,0.1625
2024-01-21 13:00:00,2024-01-21,13:00:00,6,0,1,0.161
2024-01-21 13:15:00,2024-01-21,13:15:00,6,0,1,0.144
2024-01-21 13:30:00,2024-01-21,13:30:00,6,0,1,0.127
2024-01-21 13:45:00,2024-01-21,13:45:00,6,0,1,0.128
2024-01-21 14:00:00,2024-01-21,14:00:00,6,0,1,0.129
2024-01-21 14:15:00,2024-01-21,14:15:00,6,0,1,0.1275
2024-01-21 14:30:00,2024-01-21,14:30:00,6,0,1,0.126
2024-01-21 14:45:00,2024-01-21,14:45:00,6,0,1,0.178
2024-01-21 15:00:00,2024-01-21,15:00:00,6,0,1,0.23
2024-01-21 15:15:00,2024-01-21,15:15:00,6,0,1,0.2775
2024-01-21 15:30:00,2024-01-21,15:30:00,6,0,1,0.325
2024-01-21 15:45:00,2024-01-21,15:45:00,6,0,1,0.24
2024-01-21 16:00:00,2024-01-21,16:00:00,6,0,1,0.155
2024-01-21 16:15:00,2024-01-21,16:15:00,6,0,1,0.1965
2024-01-21 16:30:00,2024-01-21,16:30:00,6,0,1,0.238
2024-01-21 16:45:00,2024-01-21,16:45:00,6,0,1,0.256
2024-01-21 17:00:00,2024-01-21,17:00:00,6,0,1,0.274
2024-01-21 17:15:00,2024-01-21,17:15:00,6,0,1,0.3765
2024-01-21 17:30:00,2024-01-21,17:30:00,6,0,1,0.479
2024-01-21 17:45:00,2024-01-21,17:45:00,6,0,1,0.4435
2024-01-21 18:00:00,2024-01-21,18:00:00,6,0,0,0.408
2024-01-21 18:15:00,2024-01-21,18:15:00,6,0,0,0.4014999999999999
2024-01-21 18:30:00,2024-01-21,18:30:00,6,0,0,0.395
2024-01-21 18:45:00,2024-01-21,18:45:00,6,0,0,0.411
2024-01-21 19:00:00,2024-01-21,19:00:00,6,0,0,0.427
2024-01-21 19:15:00,2024-01-21,19:15:00,6,0,0,0.3984999999999999
2024-01-21 19:30:00,2024-01-21,19:30:00,6,0,0,0.37
2024-01-21 19:45:00,2024-01-21,19:45:00,6,0,0,0.351
2024-01-21 20:00:00,2024-01-21,20:00:00,6,0,0,0.332
2024-01-21 20:15:00,2024-01-21,20:15:00,6,0,0,0.323
2024-01-21 20:30:00,2024-01-21,20:30:00,6,0,0,0.314
2024-01-21 20:45:00,2024-01-21,20:45:00,6,0,0,0.2855
2024-01-21 21:00:00,2024-01-21,21:00:00,6,0,0,0.257
2024-01-21 21:15:00,2024-01-21,21:15:00,6,0,0,0.2555
2024-01-21 21:30:00,2024-01-21,21:30:00,6,0,0,0.254
2024-01-21 21:45:00,2024-01-21,21:45:00,6,0,0,0.256
2024-01-21 22:00:00,2024-01-21,22:00:00,6,0,0,0.258
2024-01-21 22:15:00,2024-01-21,22:15:00,6,0,0,0.2585
2024-01-21 22:30:00,2024-01-21,22:30:00,6,0,0,0.259
2024-01-21 22:45:00,2024-01-21,22:45:00,6,0,0,0.305
2024-01-21 23:00:00,2024-01-21,23:00:00,6,0,0,0.351
2024-01-21 23:15:00,2024-01-21,23:15:00,6,0,0,0.4255
2024-01-21 23:30:00,2024-01-21,23:30:00,6,0,0,0.5
2024-01-21 23:45:00,2024-01-21,23:45:00,6,0,0,0.3875
2024-01-22 00:00:00,2024-01-22,00:00:00,0,0,0,0.275
2024-01-22 00:15:00,2024-01-22,00:15:00,0,0,0,0.259
2024-01-22 00:30:00,2024-01-22,00:30:00,0,0,0,0.243
2024-01-22 00:45:00,2024-01-22,00:45:00,0,0,0,0.3455
2024-01-22 01:00:00,2024-01-22,01:00:00,0,0,0,0.448
2024-01-22 01:15:00,2024-01-22,01:15:00,0,0,0,0.4735
2024-01-22 01:30:00,2024-01-22,01:30:00,0,0,0,0.499
2024-01-22 01:45:00,2024-01-22,01:45:00,0,0,0,0.3695
2024-01-22 02:00:00,2024-01-22,02:00:00,0,0,0,0.24
2024-01-22 02:15:00,2024-01-22,02:15:00,0,0,0,0.247
2024-01-22 02:30:00,2024-01-22,02:30:00,0,0,0,0.254
2024-01-22 02:45:00,2024-01-22,02:45:00,0,0,0,0.42
2024-01-22 03:00:00,2024-01-22,03:00:00,0,0,0,0.586
2024-01-22 03:15:00,2024-01-22,03:15:00,0,0,0,0.359
2024-01-22 03:30:00,2024-01-22,03:30:00,0,0,0,0.132
2024-01-22 03:45:00,2024-01-22,03:45:00,0,0,0,0.13
2024-01-22 04:00:00,2024-01-22,04:00:00,0,0,0,0.128
2024-01-22 04:15:00,2024-01-22,04:15:00,0,0,0,0.1245
2024-01-22 04:30:00,2024-01-22,04:30:00,0,0,0,0.121
2024-01-22 04:45:00,2024-01-22,04:45:00,0,0,0,0.1225
2024-01-22 05:00:00,2024-01-22,05:00:00,0,0,0,0.124
2024-01-22 05:15:00,2024-01-22,05:15:00,0,0,0,0.126
2024-01-22 05:30:00,2024-01-22,05:30:00,0,0,0,0.128
2024-01-22 05:45:00,2024-01-22,05:45:00,0,0,0,0.127
2024-01-22 06:00:00,2024-01-22,06:00:00,0,0,0,0.126
2024-01-22 06:15:00,2024-01-22,06:15:00,0,0,0,0.126
2024-01-22 06:30:00,2024-01-22,06:30:00,0,0,0,0.126
2024-01-22 06:45:00,2024-01-22,06:45:00,0,0,0,0.124
2024-01-22 07:00:00,2024-01-22,07:00:00,0,0,0,0.122
2024-01-22 07:15:00,2024-01-22,07:15:00,0,0,0,0.12
2024-01-22 07:30:00,2024-01-22,07:30:00,0,0,0,0.118
2024-01-22 07:45:00,2024-01-22,07:45:00,0,0,0,0.122
2024-01-22 08:00:00,2024-01-22,08:00:00,0,0,1,0.126
2024-01-22 08:15:00,2024-01-22,08:15:00,0,0,1,0.1265
2024-01-22 08:30:00,2024-01-22,08:30:00,0,0,1,0.127
2024-01-22 08:45:00,2024-01-22,08:45:00,0,0,1,0.141
2024-01-22 09:00:00,2024-01-22,09:00:00,0,0,1,0.155
2024-01-22 09:15:00,2024-01-22,09:15:00,0,0,1,0.2765
2024-01-22 09:30:00,2024-01-22,09:30:00,0,0,1,0.398
2024-01-22 09:45:00,2024-01-22,09:45:00,0,0,1,0.285
2024-01-22 10:00:00,2024-01-22,10:00:00,0,0,1,0.172
2024-01-22 10:15:00,2024-01-22,10:15:00,0,0,1,0.1885
2024-01-22 10:30:00,2024-01-22,10:30:00,0,0,1,0.205
2024-01-22 10:45:00,2024-01-22,10:45:00,0,0,1,0.2665
2024-01-22 11:00:00,2024-01-22,11:00:00,0,0,1,0.328
2024-01-22 11:15:00,2024-01-22,11:15:00,0,0,1,0.2405
2024-01-22 11:30:00,2024-01-22,11:30:00,0,0,1,0.153
2024-01-22 11:45:00,2024-01-22,11:45:00,0,0,1,0.1565
2024-01-22 12:00:00,2024-01-22,12:00:00,0,0,1,0.16
2024-01-22 12:15:00,2024-01-22,12:15:00,0,0,1,0.161
2024-01-22 12:30:00,2024-01-22,12:30:00,0,0,1,0.162
2024-01-22 12:45:00,2024-01-22,12:45:00,0,0,1,0.1635
2024-01-22 13:00:00,2024-01-22,13:00:00,0,0,1,0.165
2024-01-22 13:15:00,2024-01-22,13:15:00,0,0,1,0.1475
2024-01-22 13:30:00,2024-01-22,13:30:00,0,0,1,0.13
2024-01-22 13:45:00,2024-01-22,13:45:00,0,0,1,0.1295
2024-01-22 14:00:00,2024-01-22,14:00:00,0,0,1,0.129
2024-01-22 14:15:00,2024-01-22,14:15:00,0,0,1,0.302
2024-01-22 14:30:00,2024-01-22,14:30:00,0,0,1,0.475
2024-01-22 14:45:00,2024-01-22,14:45:00,0,0,1,0.4195
2024-01-22 15:00:00,2024-01-22,15:00:00,0,0,1,0.364
2024-01-22 15:15:00,2024-01-22,15:15:00,0,0,1,0.294
2024-01-22 15:30:00,2024-01-22,15:30:00,0,0,1,0.224
2024-01-22 15:45:00,2024-01-22,15:45:00,0,0,1,0.2895
2024-01-22 16:00:00,2024-01-22,16:00:00,0,0,1,0.355
2024-01-22 16:15:00,2024-01-22,16:15:00,0,0,1,0.2835
2024-01-22 16:30:00,2024-01-22,16:30:00,0,0,1,0.212
2024-01-22 16:45:00,2024-01-22,16:45:00,0,0,1,0.2735
2024-01-22 17:00:00,2024-01-22,17:00:00,0,0,1,0.335
2024-01-22 17:15:00,2024-01-22,17:15:00,0,0,1,0.37
2024-01-22 17:30:00,2024-01-22,17:30:00,0,0,1,0.405
2024-01-22 17:45:00,2024-01-22,17:45:00,0,0,1,0.415
2024-01-22 18:00:00,2024-01-22,18:00:00,0,0,0,0.425
2024-01-22 18:15:00,2024-01-22,18:15:00,0,0,0,0.3775
2024-01-22 18:30:00,2024-01-22,18:30:00,0,0,0,0.33
2024-01-22 18:45:00,2024-01-22,18:45:00,0,0,0,0.327
2024-01-22 19:00:00,2024-01-22,19:00:00,0,0,0,0.324
2024-01-22 19:15:00,2024-01-22,19:15:00,0,0,0,0.337
2024-01-22 19:30:00,2024-01-22,19:30:00,0,0,0,0.35
2024-01-22 19:45:00,2024-01-22,19:45:00,0,0,0,0.3255
2024-01-22 20:00:00,2024-01-22,20:00:00,0,0,0,0.301
2024-01-22 20:15:00,2024-01-22,20:15:00,0,0,0,0.3225
2024-01-22 20:30:00,2024-01-22,20:30:00,0,0,0,0.344
2024-01-22 20:45:00,2024-01-22,20:45:00,0,0,0,0.3365
2024-01-22 21:00:00,2024-01-22,21:00:00,0,0,0,0.329
2024-01-22 21:15:00,2024-01-22,21:15:00,0,0,0,0.4345
2024-01-22 21:30:00,2024-01-22,21:30:00,0,0,0,0.54
2024-01-22 21:45:00,2024-01-22,21:45:00,0,0,0,0.4395
2024-01-22 22:00:00,2024-01-22,22:00:00,0,0,0,0.339
2024-01-22 22:15:00,2024-01-22,22:15:00,0,0,0,0.32
2024-01-22 22:30:00,2024-01-22,22:30:00,0,0,0,0.301
2024-01-22 22:45:00,2024-01-22,22:45:00,0,0,0,0.3065
2024-01-22 23:00:00,2024-01-22,23:00:00,0,0,0,0.312
2024-01-22 23:15:00,2024-01-22,23:15:00,0,0,0,0.302
2024-01-22 23:30:00,2024-01-22,23:30:00,0,0,0,0.292
2024-01-22 23:45:00,2024-01-22,23:45:00,0,0,0,0.3325
2024-01-23 00:00:00,2024-01-23,00:00:00,1,0,0,0.373
2024-01-23 00:15:00,2024-01-23,00:15:00,1,0,0,0.398
2024-01-23 00:30:00,2024-01-23,00:30:00,1,0,0,0.423
2024-01-23 00:45:00,2024-01-23,00:45:00,1,0,0,0.409
2024-01-23 01:00:00,2024-01-23,01:00:00,1,0,0,0.395
2024-01-23 01:15:00,2024-01-23,01:15:00,1,0,0,0.3095
2024-01-23 01:30:00,2024-01-23,01:30:00,1,0,0,0.224
2024-01-23 01:45:00,2024-01-23,01:45:00,1,0,0,0.353
2024-01-23 02:00:00,2024-01-23,02:00:00,1,0,0,0.482
2024-01-23 02:15:00,2024-01-23,02:15:00,1,0,0,0.418
2024-01-23 02:30:00,2024-01-23,02:30:00,1,0,0,0.354
2024-01-23 02:45:00,2024-01-23,02:45:00,1,0,0,0.415
2024-01-23 03:00:00,2024-01-23,03:00:00,1,0,0,0.476
2024-01-23 03:15:00,2024-01-23,03:15:00,1,0,0,0.315
2024-01-23 03:30:00,2024-01-23,03:30:00,1,0,0,0.154
2024-01-23 03:45:00,2024-01-23,03:45:00,1,0,0,0.1415
2024-01-23 04:00:00,2024-01-23,04:00:00,1,0,0,0.129
2024-01-23 04:15:00,2024-01-23,04:15:00,1,0,0,0.1285
2024-01-23 04:30:00,2024-01-23,04:30:00,1,0,0,0.128
2024-01-23 04:45:00,2024-01-23,04:45:00,1,0,0,0.128
2024-01-23 05:00:00,2024-01-23,05:00:00,1,0,0,0.128
2024-01-23 05:15:00,2024-01-23,05:15:00,1,0,0,0.1235
2024-01-23 05:30:00,2024-01-23,05:30:00,1,0,0,0.119
2024-01-23 05:45:00,2024-01-23,05:45:00,1,0,0,0.132
2024-01-23 06:00:00,2024-01-23,06:00:00,1,0,0,0.145
2024-01-23 06:15:00,2024-01-23,06:15:00,1,0,0,0.157
2024-01-23 06:30:00,2024-01-23,06:30:00,1,0,0,0.169
2024-01-23 06:45:00,2024-01-23,06:45:00,1,0,0,0.169
2024-01-23 07:00:00,2024-01-23,07:00:00,1,0,0,0.169
2024-01-23 07:15:00,2024-01-23,07:15:00,1,0,0,0.167
2024-01-23 07:30:00,2024-01-23,07:30:00,1,0,0,0.165
2024-01-23 07:45:00,2024-01-23,07:45:00,1,0,0,0.1595
2024-01-23 08:00:00,2024-01-23,08:00:00,1,0,1,0.154
2024-01-23 08:15:00,2024-01-23,08:15:00,1,0,1,0.149
2024-01-23 08:30:00,2024-01-23,08:30:00,1,0,1,0.144
2024-01-23 08:45:00,2024-01-23,08:45:00,1,0,1,0.2035
2024-01-23 09:00:00,2024-01-23,09:00:00,1,0,1,0.263
2024-01-23 09:15:00,2024-01-23,09:15:00,1,0,1,0.269
2024-01-23 09:30:00,2024-01-23,09:30:00,1,0,1,0.275
2024-01-23 09:45:00,2024-01-23,09:45:00,1,0,1,0.224
2024-01-23 10:00:00,2024-01-23,10:00:00,1,0,1,0.173
2024-01-23 10:15:00,2024-01-23,10:15:00,1,0,1,0.1579999999999999
2024-01-23 10:30:00,2024-01-23,10:30:00,1,0,1,0.143
2024-01-23 10:45:00,2024-01-23,10:45:00,1,0,1,0.137
2024-01-23 11:00:00,2024-01-23,11:00:00,1,0,1,0.131
2024-01-23 11:15:00,2024-01-23,11:15:00,1,0,1,0.1295
2024-01-23 11:30:00,2024-01-23,11:30:00,1,0,1,0.128
2024-01-23 11:45:00,2024-01-23,11:45:00,1,0,1,0.1215
2024-01-23 12:00:00,2024-01-23,12:00:00,1,0,1,0.115
2024-01-23 12:15:00,2024-01-23,12:15:00,1,0,1,0.121
2024-01-23 12:30:00,2024-01-23,12:30:00,1,0,1,0.127
2024-01-23 12:45:00,2024-01-23,12:45:00,1,0,1,0.126
2024-01-23 13:00:00,2024-01-23,13:00:00,1,0,1,0.125
2024-01-23 13:15:00,2024-01-23,13:15:00,1,0,1,0.126
2024-01-23 13:30:00,2024-01-23,13:30:00,1,0,1,0.127
2024-01-23 13:45:00,2024-01-23,13:45:00,1,0,1,0.1235
2024-01-23 14:00:00,2024-01-23,14:00:00,1,0,1,0.12
2024-01-23 14:15:00,2024-01-23,14:15:00,1,0,1,0.225
2024-01-23 14:30:00,2024-01-23,14:30:00,1,0,1,0.33
2024-01-23 14:45:00,2024-01-23,14:45:00,1,0,1,0.2545
2024-01-23 15:00:00,2024-01-23,15:00:00,1,0,1,0.179
2024-01-23 15:15:00,2024-01-23,15:15:00,1,0,1,0.1664999999999999
2024-01-23 15:30:00,2024-01-23,15:30:00,1,0,1,0.154
2024-01-23 15:45:00,2024-01-23,15:45:00,1,0,1,0.152
2024-01-23 16:00:00,2024-01-23,16:00:00,1,0,1,0.15
2024-01-23 16:15:00,2024-01-23,16:15:00,1,0,1,0.1595
2024-01-23 16:30:00,2024-01-23,16:30:00,1,0,1,0.169
2024-01-23 16:45:00,2024-01-23,16:45:00,1,0,1,0.237
2024-01-23 17:00:00,2024-01-23,17:00:00,1,0,1,0.305
2024-01-23 17:15:00,2024-01-23,17:15:00,1,0,1,0.3735
2024-01-23 17:30:00,2024-01-23,17:30:00,1,0,1,0.442
2024-01-23 17:45:00,2024-01-23,17:45:00,1,0,1,0.4325
2024-01-23 18:00:00,2024-01-23,18:00:00,1,0,0,0.423
2024-01-23 18:15:00,2024-01-23,18:15:00,1,0,0,0.43
2024-01-23 18:30:00,2024-01-23,18:30:00,1,0,0,0.437
2024-01-23 18:45:00,2024-01-23,18:45:00,1,0,0,0.4245
2024-01-23 19:00:00,2024-01-23,19:00:00,1,0,0,0.412
2024-01-23 19:15:00,2024-01-23,19:15:00,1,0,0,0.3675
2024-01-23 19:30:00,2024-01-23,19:30:00,1,0,0,0.323
2024-01-23 19:45:00,2024-01-23,19:45:00,1,0,0,0.325
2024-01-23 20:00:00,2024-01-23,20:00:00,1,0,0,0.327
2024-01-23 20:15:00,2024-01-23,20:15:00,1,0,0,0.364
2024-01-23 20:30:00,2024-01-23,20:30:00,1,0,0,0.401
2024-01-23 20:45:00,2024-01-23,20:45:00,1,0,0,0.3345
2024-01-23 21:00:00,2024-01-23,21:00:00,1,0,0,0.268
2024-01-23 21:15:00,2024-01-23,21:15:00,1,0,0,0.2675
2024-01-23 21:30:00,2024-01-23,21:30:00,1,0,0,0.267
2024-01-23 21:45:00,2024-01-23,21:45:00,1,0,0,0.267
2024-01-23 22:00:00,2024-01-23,22:00:00,1,0,0,0.267
2024-01-23 22:15:00,2024-01-23,22:15:00,1,0,0,0.271
2024-01-23 22:30:00,2024-01-23,22:30:00,1,0,0,0.275
2024-01-23 22:45:00,2024-01-23,22:45:00,1,0,0,0.2784999999999999
2024-01-23 23:00:00,2024-01-23,23:00:00,1,0,0,0.282
2024-01-23 23:15:00,2024-01-23,23:15:00,1,0,0,0.3135
2024-01-23 23:30:00,2024-01-23,23:30:00,1,0,0,0.345
2024-01-23 23:45:00,2024-01-23,23:45:00,1,0,0,0.3055
2024-01-24 00:00:00,2024-01-24,00:00:00,2,0,0,0.266
2024-01-24 00:15:00,2024-01-24,00:15:00,2,0,0,0.293
2024-01-24 00:30:00,2024-01-24,00:30:00,2,0,0,0.32
2024-01-24 00:45:00,2024-01-24,00:45:00,2,0,0,0.403
2024-01-24 01:00:00,2024-01-24,01:00:00,2,0,0,0.486
2024-01-24 01:15:00,2024-01-24,01:15:00,2,0,0,0.381
2024-01-24 01:30:00,2024-01-24,01:30:00,2,0,0,0.276
2024-01-24 01:45:00,2024-01-24,01:45:00,2,0,0,0.411
2024-01-24 02:00:00,2024-01-24,02:00:00,2,0,0,0.546
2024-01-24 02:15:00,2024-01-24,02:15:00,2,0,0,0.4675
2024-01-24 02:30:00,2024-01-24,02:30:00,2,0,0,0.389
2024-01-24 02:45:00,2024-01-24,02:45:00,2,0,0,0.456
2024-01-24 03:00:00,2024-01-24,03:00:00,2,0,0,0.523
2024-01-24 03:15:00,2024-01-24,03:15:00,2,0,0,0.352
2024-01-24 03:30:00,2024-01-24,03:30:00,2,0,0,0.181
2024-01-24 03:45:00,2024-01-24,03:45:00,2,0,0,0.16
2024-01-24 04:00:00,2024-01-24,04:00:00,2,0,0,0.139
2024-01-24 04:15:00,2024-01-24,04:15:00,2,0,0,0.139
2024-01-24 04:30:00,2024-01-24,04:30:00,2,0,0,0.139
2024-01-24 04:45:00,2024-01-24,04:45:00,2,0,0,0.138
2024-01-24 05:00:00,2024-01-24,05:00:00,2,0,0,0.137
2024-01-24 05:15:00,2024-01-24,05:15:00,2,0,0,0.137
2024-01-24 05:30:00,2024-01-24,05:30:00,2,0,0,0.137
2024-01-24 05:45:00,2024-01-24,05:45:00,2,0,0,0.137
2024-01-24 06:00:00,2024-01-24,06:00:00,2,0,0,0.137
2024-01-24 06:15:00,2024-01-24,06:15:00,2,0,0,0.1365
2024-01-24 06:30:00,2024-01-24,06:30:00,2,0,0,0.136
2024-01-24 06:45:00,2024-01-24,06:45:00,2,0,0,0.134
2024-01-24 07:00:00,2024-01-24,07:00:00,2,0,0,0.132
2024-01-24 07:15:00,2024-01-24,07:15:00,2,0,0,0.1365
2024-01-24 07:30:00,2024-01-24,07:30:00,2,0,0,0.141
2024-01-24 07:45:00,2024-01-24,07:45:00,2,0,0,0.137
2024-01-24 08:00:00,2024-01-24,08:00:00,2,0,1,0.133
2024-01-24 08:15:00,2024-01-24,08:15:00,2,0,1,0.237
2024-01-24 08:30:00,2024-01-24,08:30:00,2,0,1,0.341
2024-01-24 08:45:00,2024-01-24,08:45:00,2,0,1,0.2615
2024-01-24 09:00:00,2024-01-24,09:00:00,2,0,1,0.182
2024-01-24 09:15:00,2024-01-24,09:15:00,2,0,1,0.3075
2024-01-24 09:30:00,2024-01-24,09:30:00,2,0,1,0.433
2024-01-24 09:45:00,2024-01-24,09:45:00,2,0,1,0.3165
2024-01-24 10:00:00,2024-01-24,10:00:00,2,0,1,0.2
2024-01-24 10:15:00,2024-01-24,10:15:00,2,0,1,0.1815
2024-01-24 10:30:00,2024-01-24,10:30:00,2,0,1,0.163
2024-01-24 10:45:00,2024-01-24,10:45:00,2,0,1,0.266
2024-01-24 11:00:00,2024-01-24,11:00:00,2,0,1,0.369
2024-01-24 11:15:00,2024-01-24,11:15:00,2,0,1,0.2645
2024-01-24 11:30:00,2024-01-24,11:30:00,2,0,1,0.16
2024-01-24 11:45:00,2024-01-24,11:45:00,2,0,1,0.158
2024-01-24 12:00:00,2024-01-24,12:00:00,2,0,1,0.156
2024-01-24 12:15:00,2024-01-24,12:15:00,2,0,1,0.157
2024-01-24 12:30:00,2024-01-24,12:30:00,2,0,1,0.158
2024-01-24 12:45:00,2024-01-24,12:45:00,2,0,1,0.1605
2024-01-24 13:00:00,2024-01-24,13:00:00,2,0,1,0.163
2024-01-24 13:15:00,2024-01-24,13:15:00,2,0,1,0.1625
2024-01-24 13:30:00,2024-01-24,13:30:00,2,0,1,0.162
2024-01-24 13:45:00,2024-01-24,13:45:00,2,0,1,0.1605
2024-01-24 14:00:00,2024-01-24,14:00:00,2,0,1,0.159
2024-01-24 14:15:00,2024-01-24,14:15:00,2,0,1,0.157
2024-01-24 14:30:00,2024-01-24,14:30:00,2,0,1,0.155
2024-01-24 14:45:00,2024-01-24,14:45:00,2,0,1,0.153
2024-01-24 15:00:00,2024-01-24,15:00:00,2,0,1,0.151
2024-01-24 15:15:00,2024-01-24,15:15:00,2,0,1,0.2135
2024-01-24 15:30:00,2024-01-24,15:30:00,2,0,1,0.276
2024-01-24 15:45:00,2024-01-24,15:45:00,2,0,1,0.231
2024-01-24 16:00:00,2024-01-24,16:00:00,2,0,1,0.186
2024-01-24 16:15:00,2024-01-24,16:15:00,2,0,1,0.1735
2024-01-24 16:30:00,2024-01-24,16:30:00,2,0,1,0.161
2024-01-24 16:45:00,2024-01-24,16:45:00,2,0,1,0.2339999999999999
2024-01-24 17:00:00,2024-01-24,17:00:00,2,0,1,0.307
2024-01-24 17:15:00,2024-01-24,17:15:00,2,0,1,0.3015
2024-01-24 17:30:00,2024-01-24,17:30:00,2,0,1,0.296
2024-01-24 17:45:00,2024-01-24,17:45:00,2,0,1,0.298
2024-01-24 18:00:00,2024-01-24,18:00:00,2,0,0,0.3
2024-01-24 18:15:00,2024-01-24,18:15:00,2,0,0,0.2774999999999999
2024-01-24 18:30:00,2024-01-24,18:30:00,2,0,0,0.255
2024-01-24 18:45:00,2024-01-24,18:45:00,2,0,0,0.321
2024-01-24 19:00:00,2024-01-24,19:00:00,2,0,0,0.387
2024-01-24 19:15:00,2024-01-24,19:15:00,2,0,0,0.395
2024-01-24 19:30:00,2024-01-24,19:30:00,2,0,0,0.403
2024-01-24 19:45:00,2024-01-24,19:45:00,2,0,0,0.4045
2024-01-24 20:00:00,2024-01-24,20:00:00,2,0,0,0.406
2024-01-24 20:15:00,2024-01-24,20:15:00,2,0,0,0.354
2024-01-24 20:30:00,2024-01-24,20:30:00,2,0,0,0.302
2024-01-24 20:45:00,2024-01-24,20:45:00,2,0,0,0.285
2024-01-24 21:00:00,2024-01-24,21:00:00,2,0,0,0.268
2024-01-24 21:15:00,2024-01-24,21:15:00,2,0,0,0.3385
2024-01-24 21:30:00,2024-01-24,21:30:00,2,0,0,0.409
2024-01-24 21:45:00,2024-01-24,21:45:00,2,0,0,0.3395
2024-01-24 22:00:00,2024-01-24,22:00:00,2,0,0,0.27
2024-01-24 22:15:00,2024-01-24,22:15:00,2,0,0,0.2735
2024-01-24 22:30:00,2024-01-24,22:30:00,2,0,0,0.277
2024-01-24 22:45:00,2024-01-24,22:45:00,2,0,0,0.2855
2024-01-24 23:00:00,2024-01-24,23:00:00,2,0,0,0.294
2024-01-24 23:15:00,2024-01-24,23:15:00,2,0,0,0.402
2024-01-24 23:30:00,2024-01-24,23:30:00,2,0,0,0.51
2024-01-24 23:45:00,2024-01-24,23:45:00,2,0,0,0.3865
2024-01-25 00:00:00,2024-01-25,00:00:00,3,0,0,0.263
2024-01-25 00:15:00,2024-01-25,00:15:00,3,0,0,0.2415
2024-01-25 00:30:00,2024-01-25,00:30:00,3,0,0,0.22
2024-01-25 00:45:00,2024-01-25,00:45:00,3,0,0,0.22
2024-01-25 01:00:00,2024-01-25,01:00:00,3,0,0,0.22
